item,year,value
건설업,2021,124.248
건설업,2020,119.774
건설업,2019,117.333
건설업,2018,112.625
건설업,2017,107.236
건설업,2016,102.696
건설업,2015,100
건설업,2014,94.666
건설업,2013,91.01
건설업,2012,87.4
건설업,2011,83.716
건설업,2010,79.678
건설업,2009,78.429
건설업,2008,77.438
건설업,2007,75.938
건설업,2006,73.496
건설업,2005,72.491
건설업,2004,70.508
건설업,2003,67.996
건설업,2002,61.754
건설업,2001,57.763
건설업,2000,55.032
건설업,1999,53.209
건설업,1998,52.175
건설업,1997,54.303
건설업,1996,49.914
건설업,1995,46.873
건설업,1994,42.646
건설업,1993,40.614
건설업,1992,38.649
건설업,1991,35.178
건설업,1990,29.936
건설업,1989,23.178
건설업,1988,19.796
건설업,1987,17.093
건설업,1986,15.462
건설업,1985,15.227
건설업,1984,14.987
건설업,1983,14.271
건설업,1982,14.458
건설업,1981,13.495
건설업,1980,11.633
건설업,1979,9.653
건설업,1978,7.139
건설업,1977,4.885
건설업,1976,4.046
건설업,1975,3.385
건설업,1974,2.548
건설업,1973,1.988
건설업,1972,1.783
건설업,1971,1.54
건설업,1970,1.419
건설업,1969,1.234
건설업,1968,1.118
건설업,1967,0.971
건설업,1966,0.9
건설업,1965,0.801
건설업,1964,0.733
건설업,1963,0.565
건설업,1962,0.528
건설업,1961,0.502
건설업,1960,0.467
건설업,1959,0.436
건설업,1958,0.467
건설업,1957,0.5
건설업,1956,0.399
건설업,1955,0.298
건설업,1954,0.148
건설업,1953,0.107
"전기, 가스 및 수도사업",2022,41.354
"전기, 가스 및 수도사업",2022,39.051
"전기, 가스 및 수도사업",2021,59.766
"전기, 가스 및 수도사업",2021,75.444
"전기, 가스 및 수도사업",2021,76.744
"전기, ???스 및 수도사업",2021,83.467
"전기, 가스 및 수도사업",2020,99.042
"전기, 가스 및 수도사업",2020,103.684
"전기, 가스 및 수도사업",2020,79.491
"전기, 가스 및 수도사업",2020,88.323
"전기, 가스 및 수도사업",2019,86.171
"전기, 가스 및 수도사업",2019,90.682
"전기, 가스 및 수도사업",2019,71.297
사업서비스업,2019,110.688
사업서비스업,2018,107.672
사업서비스업,2018,108.504
사업서비스업,2018,107.062
사업서비스업,2018,107.892
사업서비스업,2017,104.362
사업서비스업,2017,105.189
사업서비스업,2017,103.706
사업서비스업,2014,96.591
사업서비스업,2013,94.285
사업서비스업,2013,96.38
사업서비스업,2013,94.883
사업서비스업,2013,95.627
사업서비스업,2012,94.259
사업서비스업,2012,94.535
사업서비스업,2012,92.835
사업서비스업,2012,92.93
사업서비스업,2011,91.374
사업서비스업,2011,91.237
사업서비스업,2011,89.545
사업서비스업,2011,88.999
사업서비스업,2010,89.559
사업서비스업,2010,89.372
사업서비스업,2009,85.851
사업서비스업,2009,85.574
사업서비스업,2009,84.914
사업서비스업,2009,85.316
사업서비스업,2008,85.071
사업서비스업,2008,84.92
사??서비스업,2008,82.654
사업서비스업,2008,81.215
사업서비스업,2007,79.46
사업서비스업,2007,79.131
사업서비스업,2007,77.759
사업서비스업,2007,77.142
사업서비스업,2006,76.743
사업서비스업,2006,76.306
사업서비스업,2006,75.313
사업서비스업,2006,75.083
사업서비스업,2005,74.278
사업서비스업,2005,73.951
사업서비스업,2005,72.917
사업서비스업,2005,72.923
사업서비스업,2004,71.338
사업서비스업,2004,71.194
사업서비스업,2004,70.065
사업서비스업,2004,69.833
사업서비스업,2003,67.042
사업서비스업,2003,66.748
사업서비스업,2003,66.013
사업서비스업,2003,65.996
사업서비스업,2002,63.768
사업서비스업,2002,63.476
사업서비스업,2002,63.287
사업서비스업,2002,62.336
사업서비스업,2001,60.826
사업서비스업,2001,61.034
사업서비스업,2001,60.848
사업서비스업,2001,60.318
사업서비스업,2000,58.916
사업서비스업,2000,59.086
사업서비스업,2000,58.472
사업서비스업,2000,58.752
사업서비스업,1999,58.263
사업서비스업,1999,58.152
사업서비스업,1999,58.071
사업서비스업,1999,58.209
사업서비스업,1998,59.525
사업서비스업,1998,59.871
사업서비스업,1998,61.146
사업서비스업,1998,60.764
사업서비스업,1997,56.896
사업서비스업,1997,56.426
사업서비스업,1997,56.802
사업서비스업,1997,56.658
사업서비스업,1996,54.105
사업서비스업,1996,54.17
사업서비스업,1996,53.315
사업서비스업,1996,52.882
사업서비스업,1995,50.622
사업서비스업,1995,50.003
사업서비스업,1995,49.562
사업서비스업,1995,48.314
사업서비스업,1994,46.347
사업서비스업,1994,46.195
사업서비스업,1994,45.908
사업서비스업,1994,44.841
사업서비스업,1993,41.987
사업서비스업,1993,41.925
사업서비스업,1993,41.922
사업서비스업,1993,40.815
사업서비스업,1992,39.211
사업서비스업,1992,38.698
사업서비스업,1992,38.362
사업서비스업,1992,37.766
사업서비스업,1991,36.77
사업서비스업,1991,35.869
사업서비스업,1991,34.9
사업서비스업,1991,33.513
사업서비스업,1990,33.209
사업서비스업,1990,32.312
사업서비스업,1990,31.058
사업서비스업,1990,30.188
사업서비스업,1989,27.814
사업서비스업,1989,28.001
사업서비스업,1989,27.555
사업서비스업,1989,25.638
사업서비스업,1988,25.181
사업서비스업,1988,25.564
사업서비스업,1988,25.141
사업서비스업,1988,23.533
사업서비스업,1987,23.705
사업서비스업,1987,23.301
사업서비스업,1987,22.575
사업서비스업,1987,20.899
사업서비스업,1986,22.283
사업서비스업,1986,21.932
사업서비스업,1986,21.126
사업서비스업,1986,20.161
사업서비스업,1985,20.913
사업서비스업,1985,20.648
사업서비스업,1985,19.986
사업서비스업,1985,18.921
사업서비스업,1984,19.363
사업서비스업,1984,19.864
사업서비스업,1984,16.947
사업서비스업,1984,18.81
사업서비스업,1983,17.818
사업서비스업,1983,19.06
사업서비스업,1983,19.18
사업서비스업,1983,18.229
사업서비스업,1982,17.177
사업서비스업,1982,18.699
사업서비스업,1982,18.372
사업서비스업,1982,17.668
사업서비스업,1981,15.584
사업서비스업,1981,17.087
사업서비스업,1981,16.628
사업서비스업,1981,15.182
사업서비스업,1980,13.424
사업서비스업,1980,14.165
사업서비스업,1980,13.834
사업서비스업,1980,12.318
사업서비스업,1979,9.699
사업서비스업,1979,10.389
사업서비스업,1979,10.716
사업서비스업,1979,10.011
사업서비스업,1978,8.355
사업서비스업,1978,8.928
사업서비스업,1978,8.719
사업서비스업,1978,8.025
사업서비스업,1977,6.375
사업서비스업,1977,6.922
사업서비스업,1977,6.708
사업서비스업,1977,6.22
사업서비스업,1976,5.646
사업서비스업,1976,6.185
사업서비스업,1976,5.984
사업서비스업,1976,5.464
사업서비스업,1975,5.387
사업서비스업,1975,5.674
사업서비스업,1975,5.374
사업서???스업,1975,4.686
사업서비스업,1974,4.729
사업서비스업,1974,4.886
사업서비스업,1974,4.686
사업서비스업,1974,4.217
사업서비스업,1973,3.469
사업서비스업,1973,3.661
사업서비스업,1973,3.613
사업서비스업,1973,3.4
사업서비스업,1972,3.269
사업서비스업,1972,3.632
사업서비스업,1972,3.523
사업서비스업,1972,3.232
사업서비스업,1971,3.029
사업서비스업,1971,3.242
사업서비스업,1971,3.147
사업서비스업,1971,3.013
사업서비스업,1970,2.778
사업서비스업,1970,2.817
사업서비스업,1970,2.76
사업서비스업,1970,2.595
사업서비스업,1969,2.369
사업서비스업,1969,2.155
사업서비스업,1969,2.159
사업서비스업,1969,2.058
사업서비스업,1968,2.129
사업서비스업,1968,1.738
사업서비스업,1968,1.858
사업서비스업,1968,1.533
사업서비스업,1967,1.381
사업서비스업,1967,1.341
사업서비스업,1967,1.42
사업서비스업,1967,1.369
사업서비스업,1966,1.128
사업서비스업,1966,1.098
사업서비스업,1966,1.111
사업서비스업,1966,1.115
사업서비스업,1965,0.889
사업서비스업,1965,0.86
사업서비스업,1965,0.864
사업서비스업,1965,0.84
사업서비스업,1964,0.702
사업서비스업,1964,0.671
사업서비스업,1964,0.69
사업서비스업,1964,0.651
사업서비스업,2010,89.007
사업서비스업,2010,88.746
"전기, 가스 및 수도사업",2019,80.388
"전기, 가스 및 수도사업",2018,79.884
"전기, 가스 및 수도사업",2018,88.093
"전기, 가스 및 수도사업",2018,71.98
"전기, 가스 및 수도사업",2018,86.552
"전기, 가스 및 수도사업",2017,93.598
"전기, 가스 및 수도사업",2017,96.781
"전기, 가스 및 수도사업",2017,81.838
"전기, 가스 및 수도사업",2017,93.222
"전기, 가스 및 수도사업",2016,103.245
"전기, 가스 및 수도사업",2016,119.762
"전기, 가스 및 수도사업",2016,99.289
"전기, 가스 및 수도사업",2016,107.837
"전기, 가스 및 수도사업",2015,104.327
총부가가치(기초가격),1962,1.092
순???산물세,1977,15.586
총부가가치(기초가격),1961,0.945
총부가가치(기초가격),1960,0.831
총부가가치(기초가격),1959,0.751
총부가가치(기초가격),1958,0.754
총부가가치(기초가격),1957,0.778
총부가가치(기초가격),1956,0.655
총부가가치(기초가격),1955,0.495
총부가가치(기초가격),1954,0.3
총부가가치(기초가격),1953,0.235
문화 및 기타 서비스업,1961,0.655
교육서비스업,1990,23.137
교육서비스업,2019,105.448
교육서비스업,2019,110.257
교육서비스업,2019,118.676
금융 및 보험업,2014,103.135
금융 및 보험업,2013,100.332
금융 및 보험업,2013,100.307
금융 및 보험업,2013,102.575
금융 및 보험업,2013,107.748
금융 및 보험업,2012,112.498
금융 및 보험업,2012,105.22
금융 및 보험업,2012,107.387
사업서비스업,1997,56.699
최종소비지출,1963,1.196
최종소비지출,1963,0.964
최종소비지출,1963,0.816
최종소비지출,1962,0.836
최종소비지출,1962,0.857
최종소비지출,1962,0.824
최종소비지출,1962,0.686
최종소비지출,1961,0.723
최종소비지출,1961,0.749
최종소비지출,1961,0.749
최종소비지출,1961,0.667
최종소비지출,1960,0.634
최종소비지출,1960,0.672
최종소비지출,1960,0.647
최종소비지출,1960,0.549
최종소비지출,2021,109.06
총부가가치(기초가격),1980,22.137
총부가가치(기초가격),1979,17.857
총부가가치(기초가격),1978,15.073
총부가가치(기초가격),1977,12.333
총부가가치(기초가격),1976,10.655
총부가가치(기초가격),1975,8.779
총부가가치(기초가격),1974,7.191
총부가가치(기초가격),1973,5.55
총부가가치(기초가격),1972,4.906
총부가가치(기초가격),1971,4.192
총부가가치(기초가격),1970,3.749
총부가가치(기초가격),1969,3.249
총부가가치(기초가격),1968,2.848
총부가가치(기초가격),1967,2.522
총부가가치(기초가격),1966,2.241
총부가가치(기초가격),1965,1.977
정부,2002,70.196
가계에 봉사하는 비영리단체,2020,103.044
가계에 봉사하는 비영리단체,2020,103.214
가계에 봉사하는 비영리단체,2020,103.237
가계에 봉사하는 비영리단체,2020,104.39
가계에 봉사하는 비영리단체,2019,103.486
가계에 봉사하는 비영리단체,2019,103.303
가계에 ??사하는 비영리단체,2019,103.529
가계에 봉사하는 비영리단체,2019,103.751
가계에 봉사하는 비영리단체,2018,103.291
가계에 봉사하는 비영리단체,2018,103.388
가계에 봉사하는 비영리단체,2018,103.236
가계에 봉사하는 비영리단체,2018,103.588
가계에 봉사하는 비영리단체,2017,102.483
가계에 봉사하는 비영리단체,2017,102.718
가계에 봉사하는 비영리단체,2017,102.485
민간,1991,39.978
문화 및 기타 서비스업,2022,114.24
문화 및 기타 서비스업,2022,113.682
문화 및 기타 서비스업,2021,111.571
문화 및 기타 서비스업,2021,111.852
문화 및 기타 서비스업,2021,111.457
문화 및 기타 서비스업,2021,112.179
문화 및 기타 서비스업,2020,111.114
문화 및 기타 서비스업,2020,111.551
순생산물세,1956,0.516
문화 및 기타 서비스업,2020,110.363
정부,1957,0.194
문화 및 기타 서비스업,2020,110.189
문화 및 기타 서비스업,2019,109.597
문화 및 기타 서비스업,2019,109.526
문화 및 기타 서비스업,2019,108.379
문화 및 기타 서비스업,2019,108.298
문화 및 기타 서비스업,2018,108.552
문화 및 기타 서비스업,2018,107.747
문화 및 기타 서비스업,2018,107.02
문화 및 기타 서비스업,2018,105.972
문화 및 기타 서비스업,2017,104.301
문화 및 기타 서비스업,2017,105.091
문화 및 기타 서비스업,2017,103.535
문화 및 기타 서비스업,2017,103.498
문화 및 기타 서비스업,2016,101.989
문화 및 기타 서비스업,2016,102.983
문화 및 기타 서비스업,2016,102.111
문화 및 기타 서비스업,2016,102.099
문화 및 기타 서비스업,2015,99.969
문화 및 기타 서비스업,2015,101.153
문화 및 기타 서비스업,2015,99.045
문화 및 기타 서비스업,2015,99.637
문화 및 기타 서비스업,2014,96.596
문화 및 기타 서비스업,2014,97.13
(재화)F.O.B 기준,2022,141.522
(서비스),1996,64.815
(서비스),1956,2.34
(서비스),1955,0.845
(서비스),1954,0.502
(서비스),1953,0.605
(재화)F.O.B 기준,2022,124.298
(재화)F.O.B 기준,2021,117.919
(재화)F.O.B 기준,2021,111.541
(재화)F.O.B 기준,2021,106.099
부동산업,1972,1.896
부동산업,1972,1.961
부동산업,1972,1.915
부동산업,1972,1.545
부동산업,1971,1.879
부동산업,1971,1.672
부동산업,1971,1.694
부동산업,1971,1.33
부동산업,1970,1.643
부동산업,1970,1.5
부동산업,1970,1.492
부동산업,1970,1.101
부동산업,1969,1.347
부동산업,1969,1.276
부동산업,1969,1.335
운수업,2018,99.681
운수업,1968,4.554
운수업,1967,4.385
운수업,1967,4.157
운수업,1967,3.955
운수업,1967,3.768
운수업,1966,3.605
문화 및 기타 서비스업,2014,95.409
문화 및 기타 서비스업,2014,95.259
문화 및 기타 서비스업,2013,92.232
문화 및 기타 서비스업,2013,92.8
문화 및 기타 서비스업,2013,91.07
문화 및 기타 서비스업,2013,91.544
문화 및 기타 서비스업,2012,90.118
문화 및 기타 서비스업,2012,90.114
문화 및 기타 서비스업,2012,88.371
문화 및 기타 서비스업,2012,88.3
문화 및 기타 서비스업,2011,86.71
문화 및 기타 서비스업,2011,87.239
문화 및 기타 서비스업,2011,83.991
문화 및 기타 서비스업,2011,82.866
문화 및 기타 서비스업,2010,82.274
문화 및 기타 서비스업,2010,81.633
"전기, 가스 및 수도사업",2006,72.646
"전기, 가스 및 수도사업",2006,71.695
"전기, 가스 및 수도사업",2006,62.661
"전기, 가스 및 수도사업",2006,61.745
"전기, 가스 및 수도사업",2005,64.947
"전기, 가스 및 수도사업",2005,73.278
"전기, 가스 및 수도사업",2005,61.231
"전기, 가스 및 수도사업",2005,65.563
"공공행정, 국방 및 사회보장",1967,0.997
"공공행정, 국방 및 사회보장",1967,0.806
"공공행정, 국방 및 사회보장",1966,0.868
"공공행정, 국방 및 사회보장",1966,0.841
"공공행정, 국방 및 사회보장",1966,0.822
"공공행정, 국방 및 사회보장",1966,0.782
"공공행정, 국방 및 사회보장",1965,0.639
"공공행정, 국방 및 사회보장",1965,0.687
"공공행정, 국방 및 사회보장",1965,0.691
"공공행정, 국방 및 사회보장",1965,0.674
"공공행정, 국방 및 사회보장",1964,0.607
"공공행정, 국방 및 사회보장",1964,0.564
"공공행정, 국방 및 사회보장",1964,0.586
문화 및 기타 서비스업,2010,80.665
문화 및 기타 서비스업,2010,80.127
문화 및 기타 서비스업,2009,79.994
문화 및 기타 서비스업,2009,80.048
문화 및 기타 서비스업,2009,79.403
문화 및 기타 서비스업,2009,78.952
문화 및 기타 서비스업,2008,77.941
문화 및 기타 서비스업,2008,77.984
문화 및 기타 서비스업,2008,76.409
문화 및 기타 서비스업,2008,75.233
문화 및 기타 서비스업,2007,73.996
문화 및 기타 서비스업,2007,73.697
문화 및 기타 서비스업,2007,72.725
문화 및 기타 서비스업,2007,72.165
문화 및 기타 서비스업,2006,71.713
문화 및 기타 서비스업,2006,71.565
문화 및 기타 서비스업,2006,70.869
문화 및 기타 서비스업,2006,70.344
문화 및 기타 서비스업,2005,70.438
문화 및 기타 서비스업,2005,70.427
문화 및 기타 서비스업,2005,69.526
문화 및 기타 서비스업,2005,69.407
문화 및 기타 서비스업,2004,68.783
문화 및 기타 서비스업,2004,68.601
문화 및 기타 서비스업,2004,67.932
문화 및 기타 서비스업,2004,67.549
문화 및 기타 서비스업,2003,65.759
문화 및 기타 서비스업,2003,65.737
문화 및 기타 서비스업,1999,57.52
문화 및 기타 서비스업,1999,57.337
문화 및 기타 서비스업,1999,57.803
문화 및 기타 서비스업,1998,59.017
문화 및 기타 서비스업,1998,58.954
문화 및 기타 서비스업,1998,58.963
문화 및 기타 서비스업,1998,58.992
문화 및 기타 서비스업,1972,4.025
문화 및 기타 서비스업,1972,3.863
문화 및 기타 서비스업,1972,3.869
문화 및 기타 서비스업,1972,3.891
문화 및 기타 서비스업,1971,3.618
문화 및 기타 서비스업,1971,3.498
문화 및 기타 서비스업,1971,3.42
문화 및 기타 서비스업,1971,3.505
문화 및 기타 서비스업,1970,3.324
문화 및 기타 서비스업,1970,3.165
문화 및 기타 서비스업,1970,3.113
문화 및 기타 서비스업,1970,3.197
문화 및 기타 서비스업,1969,2.826
문화 및 기타 서비스업,1969,2.622
문화 및 기타 서비스업,1969,2.525
문화 및 기타 서비스업,1969,2.567
문화 및 기타 서비스업,1968,2.27
문화 및 기타 서비스업,1968,2.125
문화 및 기타 서비스업,1968,2.11
문화 및 기타 서비스업,1968,2.161
문화 및 기타 서비스업,1967,1.872
문화 및 기타 서비스업,1967,1.815
문화 및 기타 서비스업,1967,1.823
문화 및 기타 서비스업,1967,1.776
문화 및 기타 서비스업,1966,1.339
문화 및 기타 서비스업,1966,1.351
문화 및 기타 서비스업,1966,1.343
문화 및 기타 서비스업,1966,1.392
문화 및 기타 서비스업,1965,1.134
문화 및 기타 서비스업,1965,1.111
문화 및 기타 서비스업,1965,1.107
문화 및 기타 서비스업,1965,1.034
문화 및 기타 서비스업,1964,0.79
문화 및 기타 서비스업,1964,0.887
문화 및 기타 서비스업,1964,0.891
문화 및 기타 서비스업,1964,0.866
문화 및 기타 서비스업,1963,0.806
문화 및 기타 서비스업,1963,0.692
문화 및 기타 서비스업,1963,0.693
문화 및 기타 서비스업,1963,0.713
문화 및 기타 서비스업,1962,0.708
문화 및 기타 서비스업,1962,0.705
문화 및 기타 서비스업,1962,0.654
문화 및 기타 서비스업,1962,0.659
문화 및 기타 서비스업,1961,0.598
문화 및 기타 서비스업,1961,0.65
문화 및 기타 서비스업,1961,0.704
문화 및 기타 서비스업,1961,0.674
문화 및 기타 서비스업,1960,0.468
문화 및 기타 서비스업,1960,0.494
문화 및 기타 서비스업,1960,0.532
문화 및 기타 서비스업,1960,0.507
문화 및 기타 서비스업,2021,111.769
문화 및 기타 서비스업,2020,110.826
문화 및 기타 서비스업,2019,108.981
문화 및 기타 서비스업,2018,107.331
문화 및 기타 서비스???,2017,104.145
문화 및 기타 서비스업,2016,102.319
문화 및 기타 서비스업,2015,100
문화 및 기타 서비스업,2014,96.141
문화 및 기타 서비스업,2013,91.953
문화 및 기타 서비스업,2012,89.258
문화 및 기타 서비스업,2011,85.247
문화 및 기타 서비스업,2010,81.195
문화 및 기타 서비스업,2009,79.612
문화 및 기타 서비스업,2008,76.909
문화 및 기타 서비스업,2007,73.16
문화 및 기타 서비스업,2006,71.133
문화 및 기타 서비스업,2005,69.961
문화 및 기타 서비스업,2004,68.226
문화 및 기타 서비스업,2003,65.362
문화 및 기타 서비스업,2002,61.266
문화 및 기타 서비스업,2001,59.466
문화 및 기타 서비스업,2000,57.544
문화 및 기타 서비스업,1999,57.576
문화 및 기타 서비스업,1998,58.982
문화 및 기타 서비스업,1997,56.45
문화 및 기타 서비스업,1996,55.204
문화 및 기타 서비스업,1995,52.726
문화 및 기타 서비스업,1994,49.791
문화 및 기타 서비스업,1993,47.166
문화 및 기타 서비스업,1992,44.22
문화 및 기타 서비스업,1991,40.525
문화 및 기타 서비스업,1990,37.031
문화 및 기타 서비스업,1989,32.665
문화 및 기타 서비스업,1988,29.464
문화 및 기타 서비스업,1987,27.28
문화 및 기타 서비스업,1986,26.003
문화 및 기타 서비스업,1985,25.137
문화 및 기타 서비스업,1984,24.331
문화 및 기타 서비스업,1983,23.422
문화 및 기타 서비스업,1982,22.033
문화 및 기타 서비스업,1971,3.512
문화 및 기타 서비스업,1970,3.202
문화 및 기타 서비스업,1969,2.637
문화 및 기타 서비스업,1968,2.167
문화 및 기타 서비스업,1967,1.822
문화 및 기타 서비스업,1966,1.355
"의료, 보건업 및 사회복지서비스업",2013,96.878
"의료, 보건업 및 사회복지서비스업",2013,96.478
"의료, 보건업 및 사회복지서비스업",2013,98.26
"의료, 보건업 및 사회복지서비스업",2012,95.917
"의료, 보건업 및 사회복지서비스업",2012,97.057
"의료, 보건업 및 사회복지서비스업",2012,96.643
"의료, 보건업 및 사회복지서비스업",2012,97.975
"의료, 보건업 및 사회복지서비스업",2011,98.142
"의료, 보건업 및 사회복지서비스업",2011,96.947
"의료, 보건업 및 사회복지서비스업",2011,94.892
"의료, 보건업 및 사회복지서비스업",2011,95.361
"의료, 보건업 및 사회복지서비스업",2010,97.071
"의료, 보건업 및 사회복지서비스업",2010,98.329
"의료, 보건업 및 사회복지서비스업",2010,97.614
"의료, 보건업 및 사회복지서비스업",2010,97.671
"의료, 보건업 및 사회복지서비스업",2009,97.438
"의료, 보건업 및 사회복지서비스업",2009,98.748
"의료, 보건업 및 사회복지서비스업",2009,96.167
"의료, 보건업 및 사회복지서비스업",2009,95.313
"의료, 보건업 및 사??복지서비스업",2008,92.645
"의료, 보건업 및 사회복지서비스업",2008,92.564
"의료, 보건업 및 사회복지서비스업",2008,90.514
"의료, 보건업 및 사회복지서비스업",2008,90
"의료, 보건업 및 사회복지서비스업",2007,87.931
"의료, 보건업 및 사회복지서비스업",2007,88.697
"의료, 보건업 및 사회복지서비스업",2007,86.902
"의료, 보건업 및 사회복지서비스업",2007,86.494
"의료, 보건업 및 사회복지서비스업",2006,84.24
"의료, 보건업 및 사회복지서비스업",2006,84.373
"의료, 보건업 및 사회복지서비스업",2006,82.698
"의료, 보건업 및 사회복지서비스업",2006,82.56
"의료, 보건업 및 사회복지서비스업",2005,80.581
"의료, 보건업 및 사회복지서비스업",2005,80.983
"의료, 보건업 및 사회복지서비스업",2005,79.613
"의료, 보건업 및 사회복지서비스업",2005,79.214
"의료, 보건업 및 사회복지서비스업",2004,76.697
"의료, 보건업 및 사회복지서비스업",2004,77.366
"의료, 보건업 및 사회복지서비스업",2004,76.15
"의료, 보건업 및 사회복지서비스업",2004,76.247
"의료, 보건업 및 사회복지서비스업",2003,73.619
"의료, 보건업 및 사회복지서비스업",2003,74.074
"의료, 보건업 및 사회복지서비스업",2003,73.097
"의료, 보건업 및 사회복지서비스업",2003,73.346
"의료, 보건업 및 사회복지서비스업",2002,70.36
"의료, 보건업 및 사회복지서비스업",2002,70.814
"의료, 보건업 및 사회복지서비스업",2002,69.883
"의료, 보건업 및 사회복지서비스업",2002,71.201
"의료, 보건업 및 사회복지서비스업",2001,70.908
"의료, 보건업 및 사회복지서비스업",2001,70.99
"의료, 보건업 및 사회복지서비스업",2001,71.992
"의료, 보건업 및 사회복지서비스업",2001,71.845
"의료, 보건업 및 사회복지서비스업",2000,55.219
"의료, 보건업 및 사회복지서비스업",2000,52.397
"의료, 보건업 및 사회복지서비스업",2000,48.364
"의료, 보건업 및 사회복지서비스업",2000,47.375
"의료, 보건업 및 사회복지서비스업",1999,48.322
"의료, 보건업 및 사회복지서비스업",1999,47.49
"의료, 보건업 및 사회복지서비스업",1999,46.225
"의료, 보건업 및 사회복지서비스업",1999,45.948
"의료, 보건업 및 사회복지서비스업",1998,45.198
"의료, 보건업 및 사회복지서비스업",1998,45.624
"의료, 보건업 및 사회복지서비스업",1998,43.445
"의료, 보건업 및 사회복지서비스업",1998,43.163
"의료, 보건업 및 사회복지서비스업",1997,41.058
"의료, 보건업 및 사회복지서비스업",1997,39.732
"의료, 보건업 및 사회복지서비스업",1997,38.475
"의료, 보건업 및 사회복지서비스업",1997,38.377
"의료, 보건업 및 사회복지서비스업",1996,36.892
"의료, 보건업 및 사회복지서비스업",1996,37.188
"의료, 보건업 및 사회복지서비스업",1996,36.242
"의료, 보건업 및 사회복지서비스업",1996,36.047
"의료, 보건업 및 사회복지서비스업",1995,33.584
"의료, 보건업 및 사회복지서비스업",1995,33.08
"의료, 보건업 및 사회복지서비스업",1995,32.28
"의료, 보건업 및 사회복지서비스업",1995,30.951
"의료, 보건업 및 사회복지서비스업",1994,30.656
"의료, 보건업 및 사회복지서비스업",1994,30.209
"의료, 보건업 및 사회복지서비스업",1994,29.347
"의료, 보건업 및 사회복지서비스업",1994,28.582
순생산물세,1960,1.206
"의료, 보건업 및 사회복지서비스업",1993,29.061
"의료, 보건업 및 사회복지서비스업",1993,28.672
"의료, 보건업 및 사회복지서비스업",1993,27.666
"의료, 보건업 및 사회복지서비스업",1993,26.784
"의료, 보건업 및 사회복지서비스업",1992,26.924
"의료, 보건업 및 사회복지서비스업",1992,26.529
문화 및 기타 서비스업,1997,57.79
문화 및 기타 서비스업,1997,56.671
문화 및 기타 서비스업,1997,55.98
문화 및 기타 서비스업,1997,55.321
문화 및 기타 서비스업,1996,56.404
문화 및 기타 서비스업,1996,55.425
문화 및 기타 서비스업,1996,54.767
문화 및 기타 서비스업,1996,54.16
문화 및 기타 서비스업,1995,53.579
문화 및 기타 서비스업,1995,52.899
문화 및 기타 서비스업,1995,52.625
문화 및 기타 서비스업,1995,51.745
문화 및 기타 서비스업,1994,49.98
문화 및 기타 서비스업,1994,49.945
문화 및 기타 서비스업,1994,49.846
문화 및 기타 서비스업,1994,49.375
문화 및 기타 서비스업,1993,47.514
문화 및 기타 서비스업,1993,47.151
문화 및 기타 서비스업,1993,47.238
문화 및 기타 서비스업,1993,46.742
문화 및 기타 서비스업,1992,45.317
문화 및 기타 서비스업,1992,43.995
문화 및 기타 서비스업,1992,44.327
문화 및 기타 서비스업,1992,43.245
문화 및 기타 서비스업,1991,41.817
문화 및 기타 서비스업,1991,40.511
문화 및 기타 서비스업,1991,40.19
문화 및 기타 서비스업,1991,39.502
문화 및 기타 서비스업,1990,38.28
문화 및 기타 서비스업,1990,36.866
문화 및 기타 서비스업,1990,36.848
문화 및 기타 서비스업,1990,36.087
문화 및 기타 서비스업,1989,33.847
문화 및 기타 서비스업,1989,31.708
문화 및 기타 서비스업,1989,32.481
문화 및 기타 서비스업,1989,32.683
문화 및 기타 서비스업,1988,30.433
문화 및 기타 서비스업,1988,28.494
문화 및 기타 서비스업,1988,29.433
문화 및 기타 서비스업,1988,29.581
문화 및 기타 서비스업,1987,27.838
문화 및 기타 서비스업,1987,26.657
문화 및 기타 서비스업,1987,27.535
문화 및 기타 서비스업,1987,27.13
문화 및 기타 서비스업,1986,26.345
문화 및 기타 서비스업,1986,25.411
문화 및 기타 서비스업,1986,25.857
문화 및 기타 서비스업,1986,26.429
문화 및 기타 서비스업,1985,25.724
문화 및 기타 서비스업,1985,24.365
문화 및 기타 서비스업,1985,25.104
문화 및 기타 서비스업,1985,25.4
문화 및 기타 서비스업,1984,24.938
문화 및 기타 서비스업,1984,23.744
문화 및 기타 서비스업,1984,24.069
문화 및 기타 서비스업,1984,24.6
문화 및 기타 서비스업,1983,24.046
문화 및 기타 서비스업,1983,23.226
문화 및 기타 서비스업,1983,22.789
문화 및 기타 서비스업,1983,23.642
문화 및 기타 서비스업,1982,22.447
문화 및 기타 서비스업,1982,21.38
문화 및 기타 서비스업,1982,21.595
문화 및 기타 서비스업,1982,22.792
문화 및 기타 서비스업,1981,21.027
문화 및 기타 서비스업,1981,19.064
문화 및 기타 서비스업,1981,18.857
문화 및 기타 서비스업,1981,18.891
문화 및 기타 서비스업,1980,16.984
문화 및 기타 서비스업,1980,16.036
문화 및 기타 서비스업,1980,16.154
문화 및 기타 서비스업,1980,15.182
문화 및 기타 서비스업,1979,13.216
문화 및 기타 서비스업,1979,11.922
문화 및 기타 서비스업,1979,11.542
문화 및 기타 서비스업,1979,11.089
문화 및 기타 서비스업,1975,6.551
문화 및 기타 서비스업,1975,6.47
